date,symbol,price,decision,confidence,reason,technical_reason,q_value,ml_confidence,rsi,macd
2025-06-09 00:00:00-04:00,AAPL,201.2216339111328,buy,0.46264621253715754,Strong upward momentum detected. Algorithm confidence: 40%. Good entry point for potential gains.,BUY: Momentum entry Q=0.396 >= 0.3,0.39600713223912815,0.6181373998992262,50.0,0.0
2025-06-09 00:00:00-04:00,MSFT,471.97412109375,buy,0.4955743817298133,Strong upward momentum detected. Algorithm confidence: 46%. Good entry point for potential gains.,BUY: Momentum entry Q=0.456 >= 0.3,0.4556511695257306,0.5887285435393397,50.0,0.0
2025-06-09 00:00:00-04:00,GOOGL,176.08999633789062,buy,0.5099416923690216,Strong upward momentum detected. Algorithm confidence: 49%. Good entry point for potential gains.,BUY: Momentum entry Q=0.492 >= 0.3,0.4922664739889599,0.551183868589166,50.0,0.0
2025-06-09 00:00:00-04:00,TSLA,308.5799865722656,buy,0.4912793999406233,Strong upward momentum detected. Algorithm confidence: 44%. Good entry point for potential gains.,BUY: Momentum entry Q=0.438 >= 0.3,0.43831407721471394,0.6148651529677454,50.0,0.0
2025-06-09 00:00:00-04:00,NVDA,142.62010192871094,buy,0.48584750926398124,Strong upward momentum detected. Algorithm confidence: 49%. Good entry point for potential gains.,BUY: Momentum entry Q=0.489 >= 0.3,0.4889697777006561,0.4785622162450732,50.0,0.0
2025-06-10 00:00:00-04:00,AAPL,202.44024658203125,sell,0.85,AI model detects potential price peak. Taking profits.,"SELL: ML profit peak ML=0.613, P&L=$29.25",0.476082259516639,0.6133393008518507,50.0,0.09721126719418294
2025-06-10 00:00:00-04:00,MSFT,470.1471252441406,sell,0.8,Algorithm confidence dropped. Exiting position to preserve capital.,SELL: Conviction lost Q=0.266 <= 0.35,0.2657980637063272,0.6744115862684272,50.0,-0.1457432586582854
2025-06-10 00:00:00-04:00,GOOGL,178.60000610351562,sell,0.85,AI model detects potential price peak. Taking profits.,"SELL: ML profit peak ML=0.510, P&L=$70.28",0.44445349896592473,0.5101023035038607,50.0,0.20022869925210784
2025-06-10 00:00:00-04:00,TSLA,326.0899963378906,sell,0.88,Exit signal triggered. Closing position with loss.,SELL: Swing trade profit 5.7% >= 1.5% (24.0h),0.4517533843220446,0.42655845729899516,50.0,1.3968098958333144
2025-06-10 00:00:00-04:00,NVDA,143.95001220703125,sell,0.85,AI model detects potential price peak. Taking profits.,"SELL: ML profit peak ML=0.605, P&L=$46.55",0.4851877288558155,0.6047111022884327,50.0,0.10608970881187929
2025-06-11 00:00:00-04:00,AAPL,198.55465698242188,buy,0.3898844705207186,Strong upward momentum detected. Algorithm confidence: 34%. Good entry point for potential gains.,BUY: Momentum entry Q=0.342 >= 0.3,0.3424157580591948,0.5006447995976075,50.0,-0.1376954432885782
2025-06-11 00:00:00-04:00,MSFT,471.8443298339844,buy,0.48336915926770957,Strong upward momentum detected. Algorithm confidence: 39%. Good entry point for potential gains.,BUY: Momentum entry Q=0.392 >= 0.3,0.3918797396238054,0.6968444717701527,50.0,-0.12287914065484529
2025-06-11 00:00:00-04:00,GOOGL,177.35000610351562,buy,0.6492264924825251,Strong upward momentum detected. Algorithm confidence: 63%. Good entry point for potential gains.,BUY: Momentum entry Q=0.631 >= 0.3,0.6311348695504096,0.6914402793241277,50.0,0.25510612801943466
2025-06-11 00:00:00-04:00,TSLA,326.42999267578125,buy,0.6196204721236194,Strong upward momentum detected. Algorithm confidence: 63%. Good entry point for potential gains.,BUY: Momentum entry Q=0.629 >= 0.3,0.6292566513305338,0.5971360539741525,50.0,2.502380776835537
